x,y,z,j
1708.24,265.146,61,96.05
2237.79,-4454.166,-20,29.57
2442.06,-1030.954,-34,16.57
-343.06,-4314.427,-28,50.44
131.01,-301.976,44,91.2
1386.86,-2085.385,-72,55.84
3069.57,-370.596,79,42.07
3287.37,758.289,-51,18.5
3309.18,-3292.395,39,37.85
2842.41,57.694,51,50.72
656.7,-4636.825,-94,88.02
3376.3,-4298.644,19,14.66
830.97,748.109,-69,29.1
-326.74,-4344.743,42,49.0
4290.51,-247.256,-53,84.48
-991.3,-115.703,-27,18.98
243.3,-1618.467,56,91.37
-825.63,-2774.739,-3,89.05
2120.24,-1492.432,-14,28.08
901.09,-3413.071,-60,60.87
4489.9,-2955.731,38,97.5
4766.5,-4617.233,-20,49.85
1897.88,300.28,-34,32.23
2975.51,-4758.407,24,27.43
573.73,575.832,-23,66.95
-66.28,-3810.694,-74,18.45
3222.9,-858.277,-42,71.66
2475.6,-3153.703,-21,13.47
2190.14,895.114,66,93.98
-992.95,-4602.084,-92,69.65
2530.07,824.771,-19,76.43
3871.55,-716.094,-91,50.32
1055.71,-2785.211,-79,91.42
2238.47,-156.439,21,53.29
4332.38,-3560.406,12,87.9
141.82,-1322.775,-32,44.11
-520.46,-4897.465,17,71.53
4349.2,-4497.396,43,43.64
2543.81,-2141.393,-42,65.3
3057.46,-3975.459,-18,99.19
2275.15,-3066.424,51,82.15
-597.93,-1197.451,-70,10.57
3902.12,-1605.991,-58,29.25
-91.39,24.634,-37,99.26
2189.73,52.328,-47,89.63
3319.95,-1344.594,77,78.38
3230.57,-444.48,23,46.91
1450.11,-3687.234,82,28.15
-331.66,-4470.405,83,56.54
1309.62,882.069,-35,89.99
3139.23,-3926.981,26,15.45
4423.94,-3796.39,4,54.04
-556.75,-4649.216,96,80.05
2607.26,-4215.576,-90,71.69
2659.27,-1565.282,92,23.93
-480.3,-1620.624,92,77.01
3593.67,-4091.869,-95,87.62
4749.89,60.916,19,37.0
3984.3,-4760.261,-72,76.69
-967.61,-491.055,93,25.81
3030.82,776.21,-84,92.02
3888.18,-1662.76,64,24.12
4686.07,683.056,7,49.91
4935.68,-1448.505,-81,24.2
4005.7,11.582,-29,94.6
2010.03,-4788.993,-43,57.77
1456.99,-1974.23,22,28.44
3928.76,-1682.183,-58,68.4
2471.88,-614.548,-73,56.77
732.8,-3008.63,57,15.3
2547.87,-3260.841,-18,76.5
-903.35,-1438.055,-5,57.76
477.25,-3778.778,71,82.48
1213.15,86.279,84,91.71
3876.02,-545.719,-49,61.06
3927.37,-44.258,-18,71.51
2863.27,-2760.889,32,52.1
79.51,278.846,60,47.23
-195.98,172.168,-18,36.18
1641.33,-3817.77,3,63.88
-804.18,-3066.541,100,61.56
-118.03,-2836.789,-34,15.21
492.58,-3366.869,-54,15.94
-284.94,-1291.86,84,55.71
4735.71,-105.149,-84,22.91
3447.19,-4667.642,-7,24.72
4267.67,-487.204,37,52.7
1666.29,-4376.355,43,83.83
-518.0,637.962,-64,74.16
-496.79,-1189.626,83,60.78
475.82,-3819.343,-47,43.67
925.83,964.565,-18,82.29
-873.67,-1671.207,44,36.34
4909.35,798.875,33,59.6
4867.06,-1176.044,64,24.89
2577.39,205.178,-100,74.17
2164.01,-3872.707,-90,72.12
2741.69,605.391,5,15.14
1584.96,-3979.666,-33,74.28
986.37,-4198.138,-50,78.78
-361.55,909.359,-10,87.62
2211.79,784.808,94,15.07
2613.47,-3550.668,-61,10.99
2108.67,-592.334,-55,35.62
582.68,-491.737,-89,33.1
1816.61,-1634.445,99,77.18
4409.17,-2832.204,2,17.64
-111.68,-3649.18,41,79.89
-871.92,-4103.182,-39,88.34
3759.27,-989.193,86,79.3
-917.37,-1746.124,-17,72.09
941.86,753.604,20,74.59
2638.22,-391.083,2,61.05
-439.28,-440.152,38,54.57
174.31,-1388.941,33,70.55
2910.0,657.921,56,62.68
393.65,-4545.966,57,97.99
2200.59,-1638.007,-84,85.67
3396.74,-2703.441,-75,43.61
2047.82,-4367.859,64,73.33
3636.27,-2991.762,-5,17.88
1461.28,-2397.1,33,39.59
3739.14,307.085,88,32.93
4766.65,334.048,73,99.77
-751.41,-459.4,72,30.75
909.79,-3114.503,-29,66.52
4958.71,-429.861,90,67.94
1118.82,-1983.509,-87,68.56
3262.52,-1086.928,-49,48.12
938.16,-345.1,29,43.77
3528.52,-3380.802,84,80.36
2605.39,-4105.617,-84,11.46
-574.83,-1857.477,-28,59.38
2474.96,289.611,-54,30.78
-347.61,-4496.873,99,14.53
1319.32,-3053.597,-77,40.0
-486.4,-1207.468,-60,69.36
-248.87,-4121.388,99,19.81
-173.01,-2495.532,-32,75.57
3609.35,-122.554,100,33.9
968.42,-1149.568,49,77.85
-899.84,975.608,-33,29.2
402.44,-1374.879,-5,21.74
2821.95,737.525,52,64.86
4188.21,-944.898,-97,58.09
4758.39,-3832.663,2,55.53
-245.27,-377.615,-37,99.4
1733.41,-479.865,7,46.73
3644.22,-1376.829,-48,89.75
2003.77,-770.477,-100,93.02
2997.29,-2771.871,-26,19.37
676.72,-4039.081,-89,59.14
3414.63,-2407.187,11,65.93
286.83,-4164.649,-17,97.14
112.58,-4738.52,-26,51.24
420.09,479.004,30,98.29
-503.36,43.874,64,33.52
423.79,-1609.797,-32,41.01
863.34,-3371.387,-38,31.23
-907.41,-3021.481,23,21.18
-516.56,-4418.387,11,30.06
-958.28,-3124.068,63,15.5
4793.8,-1954.333,18,96.55
2050.05,-4612.703,90,77.03
1823.58,-2456.195,3,99.02
364.19,-4082.611,-66,73.18
3621.1,-348.381,68,68.79
4919.61,827.553,-26,37.24
211.49,-4840.837,-7,27.17
4192.47,-226.866,-21,59.43
3001.16,598.784,58,38.81
4368.78,-1532.46,-38,37.25
1100.9,-4339.894,14,43.64
-744.79,845.709,-41,74.45
3590.67,941.478,-74,85.52
2814.39,-3995.351,-51,77.96
4809.16,-3931.006,-71,84.64
-497.1,-3139.967,-93,12.07
-928.09,-4868.533,85,48.26
16.11,-3650.516,62,78.0
4277.47,-3474.484,-39,60.46
192.44,-4146.642,43,50.84
707.13,-2183.318,-60,99.88
-583.0,-4055.808,68,80.85
4534.27,-1654.272,-97,81.59
1471.23,-4491.47,73,17.78
3055.39,-4163.839,-40,36.79
2430.68,95.451,6,19.16
510.14,-808.107,-5,99.03
2103.95,-1963.971,-52,49.04
2063.34,-1900.019,66,75.25
4171.39,-602.616,-83,88.71
4276.56,-4806.848,-70,55.91
206.48,-1742.907,-36,75.37
714.42,-2317.285,74,56.0
611.51,-4518.742,-38,75.48
4286.78,-4300.469,65,32.42
1265.35,-3752.028,31,50.0
4807.88,-3280.705,41,87.98
-384.23,-3754.698,82,17.02
1128.11,-693.165,-24,57.53
-151.91,-1203.32,-84,67.49
-949.87,-831.394,23,93.37
709.51,-2699.938,-94,32.03
-642.73,-2023.113,36,70.91
642.69,-3112.524,-76,32.34
3190.85,-1970.537,-19,57.0
-501.28,-2751.145,-21,18.1
1356.6,-3909.566,71,51.69
-223.45,-3997.116,-92,53.66
4938.23,-4558.846,-93,91.42
1006.77,-3037.85,-98,89.68
3641.83,-3817.731,15,75.71
140.23,-3260.545,55,95.76
1205.92,-3643.207,96,60.76
1595.37,-4082.565,46,41.83
-760.08,-4268.634,-100,89.9
1623.31,949.233,-63,88.12
-165.51,-2580.951,-76,64.24
1164.02,811.145,-71,56.19
-371.23,-1629.999,-65,20.6
-522.94,-757.984,-84,18.89
2728.97,-3016.217,-40,62.2
4138.43,-1953.17,63,29.37
-517.04,-2375.285,-3,46.22
1438.82,-69.516,91,75.65
2039.43,-1673.437,84,30.33
-611.77,-3927.57,-61,95.36
4818.07,994.373,-70,58.16
1368.31,-3666.148,67,36.58
906.13,-1776.072,96,94.39
1199.12,-3000.652,-60,61.47
-449.42,1.868,-59,13.68
1995.96,-4016.803,-11,74.13
2269.54,-4929.895,13,72.03
2988.29,-1893.583,-99,96.63
4462.14,-1436.224,39,30.96
-147.29,-1463.439,10,23.47
959.74,-3028.153,9,76.76
-941.06,-3135.248,55,84.35
4005.72,-2606.266,-18,23.97
-604.42,-3051.068,-71,30.37
1688.03,-3195.336,50,92.29
-633.64,583.649,-94,25.87
2641.68,-1312.428,-28,42.3
3768.71,-4650.458,33,76.75
3358.43,679.137,37,69.65
1565.35,-3698.997,86,89.06
1836.1,-3046.842,-72,86.91
-117.31,-2840.547,-46,94.69
1919.81,-2865.047,-96,85.14
4820.53,-218.04,-44,54.59
3890.09,-478.134,73,64.33
4597.36,175.474,32,23.24
1182.87,-447.867,80,36.37
104.86,-4266.008,52,20.92
1022.84,-2220.605,40,93.59
3575.27,339.806,-68,76.2
678.32,-191.801,1,94.88
103.67,-3395.209,22,57.35
4894.43,954.367,100,24.86
3070.13,326.626,-100,45.76
3148.95,-3551.484,-87,32.34
3515.14,-1393.97,-88,23.42
-285.33,-2508.292,99,29.67
-715.01,-2435.441,89,24.17
3655.55,286.162,1,60.83
-321.0,-277.061,-75,84.53
449.81,748.899,67,95.66
-245.25,-3068.138,49,55.72
-745.01,-796.549,48,80.71
3098.36,362.204,-41,87.69
821.54,-60.285,55,88.78
169.09,580.031,-32,61.81
4616.75,-2885.308,-84,21.12
-415.66,-3832.609,-37,46.18
4687.27,-4831.525,20,99.19
-615.42,-361.771,64,32.16
4138.05,-2458.615,-68,59.35
-822.5,-4902.225,42,80.48
1665.55,-3904.328,-75,92.03
-397.78,-4025.556,-91,53.78
514.6,-1546.785,-46,90.11
952.71,-4671.221,-55,51.33
2602.11,-2678.896,69,84.82
4189.16,-4986.826,19,62.65
52.11,-4269.864,32,68.54
-565.9,-2656.173,-29,57.92
3893.27,-2212.929,37,92.58
337.77,-198.198,50,95.67
873.96,-4.289,-2,61.75
3064.09,-783.696,45,79.43
2586.36,-3967.283,99,12.82
2805.61,-4026.955,31,46.39
471.74,-4551.448,4,51.96
685.06,852.758,-29,33.51
83.48,-416.642,57,14.76
-432.93,-2575.461,-91,44.24
4594.02,-2987.916,76,30.12
4052.42,-2259.4,-51,51.35
2897.5,-1880.039,73,33.35
4754.33,-3063.826,92,94.8
1706.9,-3647.431,-60,41.3
1099.86,857.736,-59,56.6
3260.92,-4443.363,42,79.14
3769.89,92.091,-38,41.19
27.81,-1713.492,-90,90.87
3811.4,-2978.689,-26,13.64
3117.47,-1605.151,-50,20.13
2973.0,695.318,82,48.86
2958.14,-3618.1,-30,30.41
4115.93,147.765,45,82.42
1492.71,-2705.793,-76,52.36
2653.76,-3788.005,-95,60.63
2188.07,-3480.143,74,53.19
-959.75,-3716.81,-37,63.44
-545.17,-4580.712,9,22.47
1221.67,-1071.408,63,25.56
3332.1,-4902.864,-100,69.32
-927.12,-3900.766,-86,69.4
4139.41,837.948,33,46.43
3618.23,-368.681,-1,68.37
2227.27,-2517.834,-87,13.2
-707.52,-4581.85,-12,53.97
3773.63,-673.065,-41,66.3
2715.27,830.706,76,17.03
955.79,-3509.908,0,29.35
-837.82,-1622.429,79,93.11
2530.04,-1802.137,-21,28.97
370.13,-3586.015,24,44.29
-732.04,585.518,77,54.45
3095.47,-4578.406,85,12.52
-893.04,-2940.225,-9,84.5
4808.93,-3839.796,60,31.15
1675.79,-2992.279,16,69.18
2878.25,-4618.064,-23,33.54
676.17,820.92,66,99.89
1768.98,-2288.262,-78,22.8
-189.26,-2453.676,22,62.06
-208.0,748.502,-77,79.82
4254.29,770.302,15,46.94
3885.02,217.17,93,20.96
4840.24,-4149.492,98,67.37
4951.03,-2854.114,-73,33.3
824.79,-1667.826,17,61.29
-582.79,-2141.871,33,36.07
1539.43,-2225.803,71,38.6
-655.44,-1186.319,-27,74.71
1317.96,-1959.083,91,88.14
3087.27,-3048.005,48,12.06
1281.99,-2000.336,21,75.42
4040.38,-1449.571,72,68.65
-496.78,-1111.166,-7,45.32
-24.51,-3078.38,4,60.78
2605.97,512.587,65,85.33
-391.27,-3969.804,-83,88.93
3165.64,-1472.184,21,45.09
587.05,-3124.52,37,46.43
681.13,-3573.044,5,36.26
3383.18,-784.994,98,60.92
4963.68,130.439,3,19.81
2299.32,-2984.163,46,52.38
2855.57,-322.123,52,28.28
4805.02,-243.682,50,35.66
3461.42,-3904.154,-43,13.03
-857.82,-3857.496,-25,32.09
-51.05,-1850.116,-62,44.44
3720.79,-4283.117,56,38.04
1994.8,-4589.069,51,70.34
4513.56,-1773.451,-32,94.45
2943.65,-4842.55,21,84.53
3953.1,-826.167,41,72.89
2640.58,-2617.164,75,94.27
1134.19,-1681.328,-17,47.99
-14.0,-3586.87,64,50.98
-79.21,-1229.466,-96,79.23
1596.22,-3290.568,-2,37.63
-457.29,-1030.851,-26,32.03
4098.39,-14.072,48,30.9
4156.84,-4148.613,-18,17.79
324.07,-2705.594,5,20.89
-700.38,-1637.726,90,56.05
1485.32,-2150.025,-99,22.41
869.25,-2121.282,-78,12.14
-931.02,299.254,53,27.14
3245.16,-4973.493,-51,90.22
4823.63,-18.477,-82,86.38
2212.51,94.767,-49,12.47
2782.0,-3571.446,96,34.02
2541.72,-194.6,66,82.02
831.81,-1423.512,-88,77.0
3344.87,-4266.936,69,52.55
241.28,-3872.166,82,22.27
-155.52,-595.048,11,22.89
3915.93,-3586.859,-5,73.01
-842.44,-3710.602,37,56.13
4805.17,-392.202,-61,59.22
3171.43,-1275.418,46,98.33
3093.15,-2388.443,81,27.38
4682.26,-1035.062,-87,91.33
3486.57,-4628.651,96,43.74
2402.16,-1045.145,-7,38.4
1893.23,-2237.234,-39,87.54
1294.51,-310.589,30,31.8
3520.84,-3250.402,41,93.06
1003.18,-3037.638,-90,42.94
3676.27,-2345.98,-53,66.18
3586.57,-2586.109,62,72.74
736.63,-3189.167,64,74.47
4261.91,-3955.668,-94,55.87
3065.38,328.596,71,19.49
-610.09,-48.15,26,27.29
3634.13,172.993,-99,77.94
1469.43,-1371.422,28,54.47
-562.43,-4783.087,73,68.09
-714.76,-3181.497,19,13.69
4080.68,-2891.89,87,25.86
-86.3,-1952.58,84,45.06
737.99,-2813.276,51,74.84
-558.7,-4944.317,52,95.07
1736.94,-4181.084,-33,96.92
-491.34,-2330.332,45,34.27
4081.1,-851.621,-60,63.95
-868.4,-2796.665,-13,19.09
1758.71,-4476.933,24,78.11
-327.5,-1058.169,10,59.51
4868.02,-4170.971,59,27.27
-56.81,588.995,27,68.77
1535.21,-4501.639,75,64.07
955.94,-2355.023,42,93.4
1051.16,-2315.247,44,65.93
3400.96,-3718.961,29,18.52
1272.27,-1124.822,-36,51.94
4582.46,-618.76,87,97.03
2649.66,-271.191,85,92.99
-28.68,-661.312,35,77.07
3529.09,-1536.655,24,26.83
2344.49,-2761.062,-55,93.02
4526.82,-4380.929,-62,45.34
4012.49,-729.417,-67,64.97
1305.75,-4293.732,-3,65.64
3706.65,-1077.699,-24,78.45
987.28,376.81,-94,54.6
-119.36,-396.974,-30,25.2
523.51,670.832,-38,46.32
2170.18,-2567.304,-13,52.59
4530.49,-2988.997,-22,76.22
2598.45,-942.572,-3,39.74
2021.32,-4435.385,-17,19.5
4454.9,-4525.754,-58,20.87
1634.47,772.86,-70,86.14
419.48,-1056.061,81,64.73
633.08,-1436.694,17,16.19
4412.3,-2234.688,48,27.12
3011.11,-3134.89,10,76.24
4124.71,169.105,14,80.19
-918.49,-3226.216,88,65.39
4078.39,-492.322,-42,43.11
1079.94,-4057.284,35,10.16
1507.18,-2881.446,29,58.61
2784.75,-4000.3,-92,71.61
1481.37,-2605.047,12,30.15
3179.31,-3129.024,66,82.34
314.23,-4581.028,16,72.27
-648.81,-4241.772,-26,65.27
1706.96,-2665.408,77,79.04
1746.09,-2592.424,89,14.74
3097.96,-4755.088,45,23.68
221.75,-3417.41,89,28.97
3049.39,-1675.358,-54,38.05
210.9,-1334.075,-86,62.48
51.0,-1365.346,-61,69.52
-680.51,-3524.172,-5,41.82
3121.35,-2136.428,78,37.59
4265.38,-1120.549,82,72.85
4553.22,-417.286,33,42.95
3198.17,-1034.882,-16,41.93
2428.66,-78.874,58,38.04
137.88,-4175.923,51,46.59
3328.55,-1171.686,92,45.73
1356.65,-4722.282,0,78.06
-803.09,-3200.467,-19,36.5
-973.71,655.589,-34,65.15
4760.71,-1581.599,-53,94.24
3494.16,-3750.949,0,64.77
-403.81,-157.894,-74,92.81
-944.41,-618.241,-19,16.75
-59.96,472.506,4,64.9
-667.62,-1242.459,-87,56.55
1290.8,-2464.712,-50,21.97
574.12,-82.257,-69,42.63
112.64,-72.747,-5,65.43
1352.25,-1120.331,47,34.31
352.44,-4664.931,53,90.58
2717.58,440.126,94,71.87
4980.54,984.133,52,85.75
4533.68,-3250.334,-89,45.72
4905.31,-1440.533,-44,80.42
1407.16,40.439,-85,49.04
992.36,-4317.071,31,27.63
3901.46,515.437,-54,19.49
1403.21,-3339.782,45,27.83
3276.81,-3926.591,1,27.04
-214.55,-103.188,94,27.76
-9.89,-4758.754,34,55.35
2453.51,-537.557,44,72.93
2451.92,-4216.599,-96,51.86
1046.97,-2892.031,-5,39.4
2597.7,-4820.919,-87,69.44
483.8,-1475.64,-74,11.49
4527.14,-3563.489,-32,47.4
-229.99,-27.379,-58,41.49
2045.88,-3440.033,81,63.76
682.31,-3339.161,58,28.1
1804.92,-4069.167,-97,44.16
-682.75,-1368.789,88,15.51
2784.83,-2587.451,13,81.95
2153.96,-3724.738,-79,32.42
3637.46,-3187.612,-65,92.98
3485.89,240.512,73,28.29
2751.74,691.826,37,34.14
1306.9,-1776.618,95,32.56
3265.37,889.414,34,59.17
3999.86,761.287,-58,23.21
-886.23,-1846.934,-60,48.7
1763.44,-124.485,0,55.01
4332.85,-4156.603,-47,86.96
2858.89,-2839.26,38,93.04
4819.1,-1467.182,46,55.34
1271.65,459.675,87,20.31
3873.35,631.147,88,98.55
1073.2,-4932.057,96,75.73
2182.84,-4033.637,32,46.31
1259.35,-3217.96,6,93.16
1408.37,-1423.904,-54,91.51
3804.72,-4070.929,-92,63.15
2905.25,-1691.126,68,89.07
3396.04,-4517.871,-39,76.57
-948.46,794.859,-28,80.49
4979.85,-4902.655,52,21.7
3689.61,-4560.897,53,48.2
2070.41,-464.445,-52,18.0
2375.25,-2038.777,-11,95.62
2080.87,-1759.053,-11,51.21
445.35,698.831,-88,50.39
-104.49,-171.175,-52,71.01
2953.92,-2487.327,-90,50.52
13.64,-1322.174,-65,74.49
433.7,955.534,68,15.21
2022.58,-2444.158,-69,98.11
3620.12,-322.459,11,57.89
291.79,-751.098,78,41.43
3646.7,-4072.322,-43,44.3
1915.66,-1810.314,14,15.02
1031.76,-2588.372,10,92.24
2069.75,-765.484,-65,17.85
2998.32,-584.744,-69,50.58
684.69,-3405.184,65,51.18
-744.56,-3422.899,-91,65.2
-66.01,-3553.526,-52,67.37
1043.75,-491.176,-26,57.68
-741.44,-4392.73,-40,15.2
3479.36,-1831.03,1,93.72
3023.81,-1165.881,47,77.36
3712.68,-3623.544,-94,68.19
3755.35,480.741,-19,84.02
3293.75,-64.236,77,66.57
2249.44,-3020.657,57,13.49
1798.81,482.503,91,13.69
-488.16,-2461.617,-9,64.74
38.55,-3388.292,17,46.09
1618.12,-3117.994,-63,45.1
-838.2,-10.602,-18,97.14
397.59,-350.754,47,91.92
762.01,-2274.739,94,36.9
1438.82,-4214.773,8,78.74
4323.76,-3279.387,9,97.63
750.68,-2087.01,78,47.26
3113.08,-2154.624,39,80.08
3882.54,-1859.522,0,24.49
2405.25,-4791.869,-53,27.33
-83.97,-4077.577,-89,33.23
1692.92,-316.297,-61,37.71
2580.99,-3799.633,-86,72.1
3166.67,-915.097,-22,87.44
4307.39,-4999.9,62,63.19
2935.41,-2888.08,-42,38.64
4442.54,688.434,84,38.44
2154.93,-3224.038,94,34.83
813.83,-4789.048,-37,37.92
2710.15,-4650.905,-3,22.08
1723.84,476.281,91,23.0
13.78,151.527,96,100.0
501.29,-900.026,24,19.27
1079.94,-78.07,-51,20.24
4552.71,-498.531,-91,38.0
3875.93,-1874.973,-96,76.58
2814.1,-1922.774,67,46.71
422.2,-2820.17,33,82.5
1784.42,-3145.021,94,52.42
568.16,-3754.625,7,31.1
1955.96,-3303.756,-54,64.24
3077.93,-3732.161,67,71.21
3199.04,-1361.121,-44,51.11
4169.31,-2154.691,-6,53.79
1958.27,-4287.467,-25,59.03
2435.79,-437.14,-99,44.42
321.7,-2295.393,-87,56.37
620.32,-1804.388,42,38.32
2383.24,-3718.032,95,66.7
4337.13,-3443.007,15,61.7
-143.05,-3264.519,-18,28.89
4472.29,789.989,95,27.04
521.17,-4699.722,21,96.97
3331.04,-2082.231,-33,61.42
293.71,-2512.125,-21,91.39
2470.85,-1410.523,81,52.18
3021.37,-3162.704,-51,78.86
632.34,-1772.627,-27,87.45
714.69,986.184,-54,59.86
-34.36,162.715,-60,97.82
2194.17,458.329,-95,62.65
2261.99,-4153.315,16,99.94
3195.64,-4486.673,30,54.32
946.18,-4019.239,32,46.84
4693.02,-4498.88,57,42.29
-652.64,-4822.889,-44,20.35
1698.7,-873.426,-94,83.6
-302.4,762.986,81,16.57
-117.04,-3844.666,-8,93.71
-493.31,-381.598,23,59.85
4998.78,370.304,90,75.71
1634.01,-2953.793,2,48.08
2743.64,-218.098,-23,83.34
-646.2,-3042.422,37,65.65
-722.01,-456.402,-91,20.71
-472.57,-1474.669,81,48.47
4584.94,-3151.725,86,56.52
1072.96,-3214.879,-8,57.38
4489.96,-556.574,-98,73.46
3839.71,-3567.966,98,20.16
365.95,-3644.004,3,80.03
2092.49,-952.893,-83,73.87
4030.47,-4276.605,-48,12.83
2480.31,-3550.346,97,67.73
1122.4,779.747,-89,92.93
-770.22,-1471.73,-97,34.97
4591.41,-2150.016,-31,90.87
-235.12,-4669.913,50,87.54
2260.47,747.166,63,59.9
2610.05,-383.719,94,67.8
1413.5,-844.149,-84,23.93
-20.43,-2232.759,25,92.84
2447.22,-336.179,59,27.39
4705.13,702.767,38,92.61
-805.89,-2282.199,63,12.69
1860.28,-884.159,90,91.02
1678.57,-3419.799,72,64.85
2580.92,831.174,42,51.08
4911.88,-1290.777,-81,86.23
3825.9,-2116.033,-22,56.15
383.4,961.814,-67,75.2
2852.02,-1206.473,37,67.54
2663.29,-917.781,-81,71.41
3496.64,-4060.112,86,61.55
-43.37,-2471.44,82,20.82
910.35,-884.872,-38,77.26
1144.45,-4837.255,71,59.83
-350.02,-2115.391,98,84.01
469.31,146.496,44,96.93
1988.26,-4975.61,-24,36.52
-147.28,-49.68,38,52.6
1664.33,-304.309,-84,73.9
614.93,-1497.402,6,17.36
4254.05,-2743.945,-59,47.41
937.04,725.17,47,45.66
-42.93,-3235.195,-28,89.84
-427.11,-2881.309,-44,22.87
-363.37,-1785.556,78,44.24
2370.43,-2400.312,86,16.49
4845.43,-3601.136,14,31.42
3933.82,-523.366,73,29.6
4680.4,957.997,-73,24.99
1120.34,-339.806,67,32.91
-248.79,-2495.645,-42,91.92
-665.22,-1543.367,-11,16.77
4216.76,-3289.928,-47,41.8
4277.38,369.292,44,14.03
952.77,-2316.378,58,11.73
2615.51,-4535.896,55,32.03
3855.81,-231.839,-48,24.55
2663.92,-4725.858,5,78.66
4576.9,-3681.756,-45,90.66
2508.41,-4827.769,34,79.72
3338.16,-4090.705,-12,57.62
4859.5,-4498.328,3,43.79
3158.32,-4696.237,85,75.96
2531.1,-1246.187,36,45.42
1096.82,-4220.881,-81,44.08
-634.92,-1062.195,31,88.44
266.88,-2300.704,-56,52.29
648.33,-584.83,89,11.37
3054.07,-3751.307,-13,90.63
612.64,-2815.105,-59,93.45
1369.96,-3053.684,-43,38.25
1115.74,-722.994,67,66.68
-862.01,722.074,-82,25.81
4525.78,-4622.75,59,79.31
-46.25,-3835.095,-8,86.49
-505.53,-2678.908,-31,76.63
469.66,-653.85,-44,31.65
3669.95,-3412.34,57,71.33
3126.9,-4221.449,81,20.43
1553.15,-3341.224,-18,84.17
466.33,-2712.459,62,39.55
4315.98,337.143,100,53.68
-944.28,-3116.384,52,96.35
2321.08,-2156.328,-14,74.47
3874.91,-72.82,30,81.49
4586.16,-1436.593,25,98.2
1797.99,-2947.707,-78,93.47
1741.48,-2652.32,46,50.59
-394.84,-4982.229,-3,78.96
-365.1,-2363.608,4,80.46
145.74,-2117.127,-57,21.06
1621.59,-4177.151,62,52.11
3894.64,-3971.273,-23,87.54
744.9,-4477.253,4,32.55
1195.37,-2706.177,60,34.84
-431.76,-3224.775,48,13.56
704.05,-2707.188,-76,59.52
3969.02,-1498.025,-99,52.0
3790.82,362.06,-14,75.79
2960.55,-3418.272,-15,24.41
3399.49,165.784,14,93.94
4633.2,948.73,22,27.89
-576.91,-1196.537,-39,41.36
2832.63,-1415.596,-71,46.35
69.21,-4744.278,95,41.52
425.36,-1998.572,-88,27.74
4948.51,-2183.54,-36,75.67
-70.43,-264.467,63,72.86
3356.06,-329.968,-93,44.49
1565.39,83.653,-33,32.32
2693.1,-3598.304,-100,27.85
830.98,-4493.779,-93,53.22
258.53,815.499,-40,13.09
2811.06,-496.723,-42,21.33
4169.35,-2521.43,-80,96.21
4818.07,47.59,53,19.71
1396.61,-1647.338,52,61.8
3722.39,441.513,-85,59.83
3894.92,-1376.386,-30,11.16
2643.57,-393.891,-44,35.8
967.77,-1025.777,94,74.37
3453.07,-2724.649,-86,95.25
942.5,-2229.777,37,50.2
4545.59,-4699.886,28,30.01
738.89,-1807.292,-12,52.7
2367.07,-237.973,-29,98.64
4391.13,-2350.13,23,28.81
-377.12,-4057.338,-52,99.6
2277.5,-3991.05,31,20.72
-146.37,-1168.742,-67,22.24
1340.42,807.217,97,29.59
383.96,-1033.549,-60,32.17
3994.41,-2234.088,74,39.92
1139.72,-2401.215,4,52.29
1249.43,-3794.015,48,16.44
1747.26,-1273.262,12,28.36
3386.36,-19.682,2,57.59
1277.31,-3017.157,-14,40.99
722.41,252.768,1,23.4
1835.12,-4264.536,-88,33.95
4805.8,-2154.31,54,66.43
4340.16,-887.841,91,93.18
-518.68,236.57,-1,27.51
2471.2,442.788,97,92.9
3069.02,-221.411,25,65.83
3247.48,-2388.763,35,54.82
4308.64,-1180.769,56,85.72
1884.64,860.879,74,89.84
4432.74,827.694,-63,71.31
143.79,-3758.287,-9,67.11
-849.93,-3764.835,-73,82.81
4396.07,-3899.333,-87,36.6
4734.62,-4826.257,6,21.86
-729.0,-1749.762,65,95.26
2861.98,-2528.575,27,34.05
1712.84,-3043.633,51,76.94
1154.72,-4958.136,-58,15.57
859.07,-1160.118,-41,24.22
-231.24,-2736.827,-58,68.81
2061.86,-1715.204,-25,32.13
-235.79,-1706.024,48,34.45
1872.78,-2342.341,93,18.75
4077.8,-2806.107,91,67.87
-692.89,446.889,33,31.67
2055.74,-1609.979,90,79.94
-18.49,-4892.846,-57,38.4
-952.69,-648.345,-85,64.17
827.81,250.68,44,74.11
3270.43,-3800.09,-88,98.34
3841.62,-2453.123,70,30.56
4326.67,-3187.511,-73,71.7
3507.86,-4668.605,19,12.17
4735.15,-3392.764,-53,51.33
1449.7,-805.431,-97,82.09
-596.09,-4117.454,-10,17.83
2514.1,-3712.653,-7,98.22
2869.15,-133.92,-71,31.95
4548.94,-3326.624,46,34.3
131.99,-426.253,27,56.39
-591.42,-2549.399,-39,43.6
-391.33,60.931,-30,24.71
1216.98,-4573.395,9,52.98
4112.08,-1214.879,-94,75.66
4591.79,616.818,-31,66.82
1918.05,-3722.181,-19,93.58
-97.29,-3972.639,-98,78.52
4702.49,49.398,37,66.85
-712.8,-3217.184,30,14.39
2684.88,-3780.327,-6,30.98
2032.77,-2253.316,-53,97.71
-435.37,-2998.661,-60,34.83
3500.16,237.497,-92,27.11
230.79,-3531.063,56,46.86
3212.99,-4537.263,-85,47.14
94.38,117.83,63,60.24
3941.18,118.329,2,90.74
